text,label,n_chars,n_words,n_hashtags,n_mentions,n_urls,n_numbers,has_cashtag,text_lemma,text_stem,text_transformer
Pinduoduo stock sinks on heavy volume after earnings,0,52,8,0,0,0,0,False,pinduoduo stock sink heavy volume earnings,pinduoduo stock sink heavi volum earn,Pinduoduo stock sinks on heavy volume after earnings
Pinduoduo's stock plunges 23% premarket on heavy volume after Q3 results,0,72,11,0,0,0,1,False,pinduoduo stock plunge premarket heavy volume result,pinduoduo stock plung premarket heavi volum result,Pinduoduo's stock plunges 23% premarket on heavy volume after Q3 results
Popular Irish ETF skids lower after Sinn Fein election win,0,58,10,0,0,0,0,False,popular irish etf skid lower sinn fein election win,popular irish etf skid lower sinn fein elect win,Popular Irish ETF skids lower after Sinn Fein election win
Qualcomm Shares Dip Even After Q1 Earnings Beat Over China Coronavirus Outlook,0,78,12,0,0,0,0,False,qualcomm share dip even earnings beat china coronavirus outlook,qualcomm share dip even earn beat china coronavirus outlook,Qualcomm Shares Dip Even After Q1 Earnings Beat Over China Coronavirus Outlook
Qudian sinks 5.3% after year guidance revenue shrinks,0,53,8,0,0,0,1,False,qudian sink year guidance revenue shrink,qudian sink year guidanc revenu shrink,Qudian sinks 5.3% after year guidance revenue shrinks
Rapt Therapeutics down 9% premarket after pricing equity offering,0,65,9,0,0,0,1,False,rapt therapeutic premarket pricing equity offering,rapt therapeut premarket price equiti offer,Rapt Therapeutics down 9% premarket after pricing equity offering
Royal Mail shares slump on lowered mail volume guidance,0,55,9,0,0,0,0,False,royal mail share slump lowered mail volume guidance,royal mail share slump lower mail volum guidanc,Royal Mail shares slump on lowered mail volume guidance
Salarius Pharma down 53% premarket after pricing equity offering,0,64,9,0,0,0,1,False,salarius pharma premarket pricing equity offering,salarius pharma premarket price equiti offer,Salarius Pharma down 53% premarket after pricing equity offering
Satellite stock Intelsat drops 40% after FCC 5G decision,0,56,9,0,0,0,1,False,satellite stock intelsat drop fcc decision,satellit stock intelsat drop fcc decis,Satellite stock Intelsat drops 40% after FCC 5G decision
SciPlay -7.6% after two-notch downgrade,0,39,5,0,0,0,1,False,sciplay two notch downgrade,sciplay two notch downgrad,SciPlay -7.6% after two-notch downgrade
Shares of mattress company Casper fall below IPO price in Day 2 on NYSE,0,71,14,0,0,0,1,False,share mattress company casper fall ipo price day nyse,share mattress compani casper fall ipo price day nyse,Shares of mattress company Casper fall below IPO price in Day 2 on NYSE
Silvercorp -20% as quarterly silver sales volumes remain flat,0,61,9,0,0,0,1,False,silvercorp quarterly silver sale volume remain flat,silvercorp quarter silver sale volum remain flat,Silvercorp -20% as quarterly silver sales volumes remain flat
"Simply Good Foods trades lower despite strong Q2 upside as virus concerns      
linger (SMPL) https://t.co/sJA3yEsiVc $SMPL",0,124,16,0,0,1,0,True,simply good food trade lower despite strong upside virus concern linger smpl ticker,simpli good food trade lower despit strong upsid virus concern linger smpl ticker,Simply Good Foods trades lower despite strong Q2 upside as virus concerns linger (SMPL) $SMPL
Sinclair Broadcast -1.9% as Stephens cuts target,0,48,7,0,0,0,1,False,sinclair broadcast stephen cut target,sinclair broadcast stephen cut target,Sinclair Broadcast -1.9% as Stephens cuts target
Some Nucor (NYSE:NUE) Shareholders Are Down 11%,0,47,7,0,0,0,1,False,nucor nyse nue shareholder,nucor nyse nue sharehold,Some Nucor (NYSE:NUE) Shareholders Are Down 11%
"Stock Market Update: Macy's shares slide on retail weakness, potential credit card breach",0,89,13,0,0,0,0,False,stock market update macy share slide retail weakness potential credit card breach,stock market updat maci share slide retail weak potenti credit card breach,"Stock Market Update: Macy's shares slide on retail weakness, potential credit card breach"
Tesla Inc. slumped in pre-market trading after the electric carmaker’s newly unveiled pickup truck elicited mixed r… https://t.co/KDcJiSWCOp,0,140,18,0,0,1,0,False,tesla inc slumped pre market trading electric carmaker newly unveiled pickup truck elicited mixed,tesla inc slump pre market trade electr carmak newli unveil pickup truck elicit mix,Tesla Inc. slumped in pre-market trading after the electric carmaker’s newly unveiled pickup truck elicited mixed r…
Tesla shares dropped after a botched unveiling of its long-awaited Cybertruck. A demonstration of the truck's suppo… https://t.co/8fo3jp9Dam,0,140,18,0,0,1,0,False,tesla share dropped botched unveiling long awaited cybertruck demonstration truck suppo,tesla share drop botch unveil long await cybertruck demonstr truck suppo,Tesla shares dropped after a botched unveiling of its long-awaited Cybertruck. A demonstration of the truck's suppo…
Tesla shares plummet as it plans delay to Model 3 deliveries in China due to coronavirus. https://t.co/q6OYKcdQ5Z https://t.co/aij4iYf04h,0,137,18,0,0,2,1,False,tesla share plummet plan delay model delivery china due coronavirus,tesla share plummet plan delay model deliveri china due coronavirus,Tesla shares plummet as it plans delay to Model 3 deliveries in China due to coronavirus.
Tesla’s stock-market skid continues with 4% decline at opening bell Thursday,0,76,11,0,0,0,1,False,tesla stock market skid continues decline opening bell thursday,tesla stock market skid continu declin open bell thursday,Tesla’s stock-market skid continues with 4% decline at opening bell Thursday
"Tesla's stock fall premarket; RBC reiterates bearish view, but warns not to short",0,81,13,0,0,0,0,False,tesla stock fall premarket rbc reiterates bearish view warns short,tesla stock fall premarket rbc reiter bearish view warn short,"Tesla's stock fall premarket; RBC reiterates bearish view, but warns not to short"
"Tesla's stock falls 2.1% premarket, after tumbling 17.2% on Wednesday",0,69,10,0,0,0,2,False,tesla stock fall premarket tumbling wednesday,tesla stock fall premarket tumbl wednesday,"Tesla's stock falls 2.1% premarket, after tumbling 17.2% on Wednesday"
The Stars Group falls after share offering,0,42,7,0,0,0,0,False,star group fall share offering,star group fall share offer,The Stars Group falls after share offering
Theravance readies $150M stock offering; shares down 5% after hours,0,67,10,0,0,0,1,False,theravance ready stock offering share hour,therav readi stock offer share hour,Theravance readies $150M stock offering; shares down 5% after hours
TJX's stock falls 1.3% premarket ahead of Q3 results,0,52,9,0,0,0,1,False,tjx stock fall premarket ahead result,tjx stock fall premarket ahead result,TJX's stock falls 1.3% premarket ahead of Q3 results
T-Mobile US stock down 1.4% premarket,0,37,6,0,0,0,1,False,mobile stock premarket,mobil stock premarket,T-Mobile US stock down 1.4% premarket
TransDigm trades lower post mixed Q4 results; guides FY20 below consensus,0,73,11,0,0,0,0,False,transdigm trade lower post mixed result guide consensus,transdigm trade lower post mix result guid consensus,TransDigm trades lower post mixed Q4 results; guides FY20 below consensus
Twitter -3.5% in pullback after double-digit gain,0,49,7,0,0,0,1,False,twitter pullback double digit gain,twitter pullback doubl digit gain,Twitter -3.5% in pullback after double-digit gain
Twitter stock falls after downgrade,0,35,5,0,0,0,0,False,twitter stock fall downgrade,twitter stock fall downgrad,Twitter stock falls after downgrade
Tyson Foods's stock falls 1.6% premarket after Q1 results,0,57,9,0,0,0,1,False,tyson food stock fall premarket result,tyson food stock fall premarket result,Tyson Foods's stock falls 1.6% premarket after Q1 results
Tyson stock slips after sales miss,0,34,6,0,0,0,0,False,tyson stock slip sale miss,tyson stock slip sale miss,Tyson stock slips after sales miss
Uber Shares Tumble 6% In Premarket As London Again Revokes Operating License https://t.co/rwgO8ouPtq,0,100,13,0,0,1,1,False,uber share tumble premarket london revoke operating license,uber share tumbl premarket london revok oper licens,Uber Shares Tumble 6% In Premarket As London Again Revokes Operating License
Ubiquiti slides amid revenue shortfall,0,38,5,0,0,0,0,False,ubiquiti slide amid revenue shortfall,ubiqu slide amid revenu shortfal,Ubiquiti slides amid revenue shortfall
Unilever Plunges 8% After Disappointing Guidance Update,0,55,7,0,0,0,1,False,unilever plunge disappointing guidance update,unilev plung disappoint guidanc updat,Unilever Plunges 8% After Disappointing Guidance Update
UPDATE 2-China's Pinduoduo posts bigger loss as costs surge; shares tumble,0,74,11,0,0,0,1,False,update china pinduoduo post bigger loss cost surge share tumble,updat china pinduoduo post bigger loss cost surg share tumbl,UPDATE 2-China's Pinduoduo posts bigger loss as costs surge; shares tumble
"Urban Outfitters shares plunge on profit, sales miss",0,52,8,0,0,0,0,False,urban outfitter share plunge profit sale miss,urban outfitt share plung profit sale miss,"Urban Outfitters shares plunge on profit, sales miss"
Urban Outfitters stock down 9% after Q3 results,0,47,8,0,0,0,1,False,urban outfitter stock result,urban outfitt stock result,Urban Outfitters stock down 9% after Q3 results
"Urban Outfitters stock tanks after Q3 profit, sales misses",0,58,9,0,0,0,0,False,urban outfitter stock tank profit sale miss,urban outfitt stock tank profit sale miss,"Urban Outfitters stock tanks after Q3 profit, sales misses"
VF Corp. shares slide 1.9% premarket,0,36,6,0,0,0,1,False,corp share slide premarket,corp share slide premarket,VF Corp. shares slide 1.9% premarket
Wayfair stumbles after Citron takes another whack,0,49,7,0,0,0,0,False,wayfair stumble citron take another whack,wayfair stumbl citron take anoth whack,Wayfair stumbles after Citron takes another whack
Whirlpool -2% after large recall in U.K.,0,40,7,0,0,0,1,False,whirlpool large recall,whirlpool larg recal,Whirlpool -2% after large recall in U.K.
Why ADMA Biologics Is Tumbling 13.5% Today,0,42,7,0,0,0,1,False,adma biologics tumbling today,adma biolog tumbl today,Why ADMA Biologics Is Tumbling 13.5% Today
"WWE shares plunged, erasing more than $1 billion in market value, after CEO Vince McMahon ousted two of the company... https://t.co/nj8uvTfqYp",0,142,21,0,0,1,1,False,wwe share plunged erasing billion market value ceo vince mcmahon ousted two company,wwe share plung eras billion market valu ceo vinc mcmahon oust two compani,"WWE shares plunged, erasing more than $1 billion in market value, after CEO Vince McMahon ousted two of the company..."
"WWE's stock plunges toward 21-month low after sales miss, 'considerable uncertainty' in outlook",0,95,13,0,0,0,1,False,wwe stock plunge toward month low sale miss considerable uncertainty outlook,wwe stock plung toward month low sale miss consider uncertainti outlook,"WWE's stock plunges toward 21-month low after sales miss, 'considerable uncertainty' in outlook"
Xeris Pharma launches equity offering; shares down 3% after hours,0,65,10,0,0,0,1,False,xeris pharma launch equity offering share hour,xeri pharma launch equiti offer share hour,Xeris Pharma launches equity offering; shares down 3% after hours
Yum Brands -3% after profit miss,0,32,6,0,0,0,1,False,yum brand profit miss,yum brand profit miss,Yum Brands -3% after profit miss
Yum Brands' stock tumbles as coronavirus and Pizza Hut's weak sales expected to hit 2020 results,0,96,16,0,0,0,1,False,yum brand stock tumble coronavirus pizza hut weak sale expected hit result,yum brand stock tumbl coronavirus pizza hut weak sale expect hit result,Yum Brands' stock tumbles as coronavirus and Pizza Hut's weak sales expected to hit 2020 results
Zoom shares get whacked over privacy concerns #economy #MarketScreener https://t.co/nhvqnJfysH https://t.co/sGId3aQEuy,0,118,11,2,0,2,0,False,zoom share get whacked privacy concern economy marketscreener,zoom share get whack privaci concern economi marketscreen,Zoom shares get whacked over privacy concerns #economy #MarketScreener
$AAL $DAL $UAL - United +18% leads big bounce in airlines https://t.co/Bi0wI3Qc83,1,81,12,0,0,1,1,True,ticker ticker ticker united lead big bounce airline,ticker ticker ticker unit lead big bounc airlin,$AAL $DAL $UAL - United +18% leads big bounce in airlines
$ACB - Aurora Cannabis sets early conversion price; shares tick higher https://t.co/VvLbYjQbsc,1,94,12,0,0,1,0,True,ticker aurora cannabis set early conversion price share tick higher,ticker aurora cannabi set earli convers price share tick higher,$ACB - Aurora Cannabis sets early conversion price; shares tick higher
$ACB (+0.4% pre) Aurora Cannabis sets early conversion price - SA https://t.co/3CJO7WKWyx,1,89,12,0,0,1,1,True,ticker pre aurora cannabis set early conversion price,ticker pre aurora cannabi set earli convers price,$ACB (+0.4% pre) Aurora Cannabis sets early conversion price - SA
"$ADRO - Aduro adds to rally as bargain hunters move in, shares up 18% https://t.co/LJGEhTKbha",1,93,15,0,0,1,1,True,ticker aduro add rally bargain hunter move share,ticker aduro add ralli bargain hunter move share,"$ADRO - Aduro adds to rally as bargain hunters move in, shares up 18%"
$AGIO (+2.3% pre) Agios Pharma higher amid new vorasidenib progress - SA https://t.co/UFqFZoyHTI,1,96,13,0,0,1,1,True,ticker pre agio pharma higher amid new vorasidenib progress,ticker pre agio pharma higher amid new vorasidenib progress,$AGIO (+2.3% pre) Agios Pharma higher amid new vorasidenib progress - SA
$AIHS reversal is taking place. Could pop over 70c.,1,51,9,0,0,0,0,True,ticker reversal taking place could pop,ticker revers take place could pop,$AIHS reversal is taking place. Could pop over 70c.
$AKCA (+1.0% pre) Akcea and Ionis $IONS launch late-stage AKCEA-TTR-LRx study - SA https://t.co/2uyAbK08j0,1,106,14,0,0,1,1,True,ticker pre akcea ionis ticker launch late stage akcea ttr lrx study,ticker pre akcea ioni ticker launch late stage akcea ttr lrx studi,$AKCA (+1.0% pre) Akcea and Ionis $IONS launch late-stage AKCEA-TTR-LRx study - SA
$AKER - Akers Biosciences up 62% on advancement of COVID-19 vaccine https://t.co/1a5Q8svZz1,1,91,12,0,0,1,2,True,ticker akers bioscience advancement covid vaccine,ticker aker bioscienc advanc covid vaccin,$AKER - Akers Biosciences up 62% on advancement of COVID-19 vaccine
$AMC - AMC Entertainment rallies after big Frozen 2 weekend https://t.co/mJNeMgGkIB,1,83,11,0,0,1,1,True,ticker amc entertainment rally big frozen weekend,ticker amc entertain ralli big frozen weekend,$AMC - AMC Entertainment rallies after big Frozen 2 weekend
$AMT - American Tower +2.1% after Wells upgrade to Overweight https://t.co/GtgsMNud41,1,85,11,0,0,1,1,True,ticker american tower well upgrade overweight,ticker american tower well upgrad overweight,$AMT - American Tower +2.1% after Wells upgrade to Overweight
"$AMTD (+1.3% pre) Charles Schwab $SCHW to buy TD Ameritrade in $26 billion all-stock deal - Reuters

https://t.co/KGPqP2jfkW",1,126,18,0,0,1,2,True,ticker pre charles schwab ticker buy ameritrade billion stock deal reuters,ticker pre charl schwab ticker buy ameritrad billion stock deal reuter,$AMTD (+1.3% pre) Charles Schwab $SCHW to buy TD Ameritrade in $26 billion all-stock deal - Reuters
"$ANAB (+11.8% pre) Form SC 13G ANAPTYSBIO, INC Filed by: TANG CAPITAL PARTNERS LP

https://t.co/n2fsglvR85",1,108,15,0,0,1,1,True,ticker pre form anaptysbio inc filed tang capital partner,ticker pre form anaptysbio inc file tang capit partner,"$ANAB (+11.8% pre) Form SC 13G ANAPTYSBIO, INC Filed by: TANG CAPITAL PARTNERS LP"
$ANGO - AngioDynamics +4% premarket on Q3 beat; 2020 guidance withdrawn https://t.co/BqOiDItlb7,1,95,12,0,0,1,2,True,ticker angiodynamics premarket beat guidance withdrawn,ticker angiodynam premarket beat guidanc withdrawn,$ANGO - AngioDynamics +4% premarket on Q3 beat; 2020 guidance withdrawn
"$APRN (+7.7% pre) D. E. Shaw & Co., INC. Shows 5.2% Stake in Blue Apron - SI

https://t.co/O7Z7TCLULv",1,103,18,0,0,1,2,True,ticker pre shaw inc show stake blue apron,ticker pre shaw inc show stake blue apron,"$APRN (+7.7% pre) D. E. Shaw & Co., INC. Shows 5.2% Stake in Blue Apron - SI"
$AQST (+13.1% pre) Aquestive Therapeutics (AQST) Confirms FDA Approval for Exservan Oral Film - SI https://t.co/v1NbWysR1p,1,122,16,0,0,1,1,True,ticker pre aquestive therapeutic aqst confirms fda approval exservan oral film,ticker pre aquest therapeut aqst confirm fda approv exservan oral film,$AQST (+13.1% pre) Aquestive Therapeutics (AQST) Confirms FDA Approval for Exservan Oral Film - SI
$ARWR - Arrowhead Pharma up 5% after Medicines Co. sale https://t.co/jT9j7V6AdL,1,79,11,0,0,1,1,True,ticker arrowhead pharma medicine sale,ticker arrowhead pharma medicin sale,$ARWR - Arrowhead Pharma up 5% after Medicines Co. sale
"$BABA (+0.9% pre) India’s Paytm Secures $1 Billion Investment From SoftBank, Ant Financial - WSJ https://t.co/te2gKEhrdY",1,120,16,0,0,1,2,True,ticker pre india paytm secures billion investment softbank ant financial wsj,ticker pre india paytm secur billion invest softbank ant financi wsj,"$BABA (+0.9% pre) India’s Paytm Secures $1 Billion Investment From SoftBank, Ant Financial - WSJ"
$BB keeps going higher on volume.,1,33,6,0,0,0,0,True,ticker keep going higher volume,ticker keep go higher volum,$BB keeps going higher on volume.
$BIG - Shorts fried as Big Lots jumps 26% post-results https://t.co/3ysho6bhAo,1,78,11,0,0,1,1,True,ticker short fried big lot jump post result,ticker short fri big lot jump post result,$BIG - Shorts fried as Big Lots jumps 26% post-results
"$BIMI - BOQI Medical latest to capture coronavirus money flow, up 44% https://t.co/bAQX4nKz2g",1,93,13,0,0,1,1,True,ticker boqi medical latest capture coronavirus money flow,ticker boqi medic latest captur coronavirus money flow,"$BIMI - BOQI Medical latest to capture coronavirus money flow, up 44%"
"$BLMN $EAT $SBUX - Restaurants stocks break higher, analysts reel in near-term expectations https://t.co/fOjVVJdfF0",1,115,14,0,0,1,0,True,ticker ticker ticker restaurant stock break higher analyst reel near term expectation,ticker ticker ticker restaur stock break higher analyst reel near term expect,"$BLMN $EAT $SBUX - Restaurants stocks break higher, analysts reel in near-term expectations"
$BLRX - BioLineRx up big ahead of key data readout https://t.co/umTYO3kqxV,1,74,11,0,0,1,0,True,ticker biolinerx big ahead key data readout,ticker biolinerx big ahead key data readout,$BLRX - BioLineRx up big ahead of key data readout
"$BNGO $PLAG $PYX - TSLA, INO among premarket gainers https://t.co/0NTkekIKKF",1,76,10,0,0,1,0,True,ticker ticker ticker tsla ino among premarket gainer,ticker ticker ticker tsla ino among premarket gainer,"$BNGO $PLAG $PYX - TSLA, INO among premarket gainers"
"$BZH (+0.0% pre) Beazer Homes Announces Preliminary Operating Results - BW

https://t.co/k8WmDPkaeC",1,101,12,0,0,1,1,True,ticker pre beazer home announces preliminary operating result,ticker pre beazer home announc preliminari oper result,$BZH (+0.0% pre) Beazer Homes Announces Preliminary Operating Results - BW
$CAMT - Camtek surge 8% as Q1 shipments in-line with guidance https://t.co/hJtWmuE9GD,1,85,12,0,0,1,1,True,ticker camtek surge shipment line guidance,ticker camtek surg shipment line guidanc,$CAMT - Camtek surge 8% as Q1 shipments in-line with guidance
"$CANF - Can-Fite up 22% premarket on ""positive"" Namodenonson data in NASH https://t.co/iV5errVN6S",1,97,13,0,0,1,1,True,ticker fite premarket positive namodenonson data nash,ticker fite premarket posit namodenonson data nash,"$CANF - Can-Fite up 22% premarket on ""positive"" Namodenonson data in NASH"
$CCL $RCL $NCLH - Saudis take stake in Carnival Corp. - shares up 27% https://t.co/N6fXBcFuEV,1,93,15,0,0,1,1,True,ticker ticker ticker saudi take stake carnival corp share,ticker ticker ticker saudi take stake carniv corp share,$CCL $RCL $NCLH - Saudis take stake in Carnival Corp. - shares up 27%
"$CERN (+0.9% pre) VA hits pause on Cerner EHR rollout amid coronavirus crisis - HealthCare IT

https://t.co/sJTM4qOf6Q",1,120,17,0,0,1,1,True,ticker pre hit pause cerner ehr rollout amid coronavirus crisis healthcare,ticker pre hit paus cerner ehr rollout amid coronavirus crisi healthcar,$CERN (+0.9% pre) VA hits pause on Cerner EHR rollout amid coronavirus crisis - HealthCare IT
"$CGC (+3.7% pre) Canopy Growth (CGC) Announces Health Canada Licence for State-Of-The-Art Beverage Facility - SI

https://t.co/ipwGAQXP9O",1,139,17,0,0,1,1,True,ticker pre canopy growth cgc announces health canada licence state art beverage facility,ticker pre canopi growth cgc announc health canada licenc state art beverag facil,$CGC (+3.7% pre) Canopy Growth (CGC) Announces Health Canada Licence for State-Of-The-Art Beverage Facility - SI
"$CLR (+4.3% pre) Continental Resources suspends dividend amid coronavirus woes - Reuters

https://t.co/tqpAqQbJR1",1,115,13,0,0,1,1,True,ticker pre continental resource suspends dividend amid coronavirus woe reuters,ticker pre continent resourc suspend dividend amid coronavirus woe reuter,$CLR (+4.3% pre) Continental Resources suspends dividend amid coronavirus woes - Reuters
$CMTL - Comtech +18.5% after $9M Army order https://t.co/8mXFWsczTZ,1,67,9,0,0,1,1,True,ticker comtech army order,ticker comtech armi order,$CMTL - Comtech +18.5% after $9M Army order
$CMTL $CMTL $CHL - Comtech +14.5% after order from top Chinese carrier https://t.co/4cqV5fnS1O,1,94,13,0,0,1,1,True,ticker ticker ticker comtech order top chinese carrier,ticker ticker ticker comtech order top chines carrier,$CMTL $CMTL $CHL - Comtech +14.5% after order from top Chinese carrier
"$CNA - CNA +6.8% after dividend boost, Q4 beat https://t.co/v1mYBBWCLX",1,70,10,0,0,1,1,True,ticker cna dividend boost beat,ticker cna dividend boost beat,"$CNA - CNA +6.8% after dividend boost, Q4 beat"
$CODX - Co-Diagnostics up 36% on coronavirus test sales https://t.co/9n04iW4k0X,1,79,10,0,0,1,1,True,ticker diagnostics coronavirus test sale,ticker diagnost coronavirus test sale,$CODX - Co-Diagnostics up 36% on coronavirus test sales
$CY (+1.7% pre) Infineon Technologies $INFN : announces final regulatory approval for acquisition of Cypress Semico… https://t.co/PJDZnNMXdG,1,140,17,0,0,1,1,True,ticker pre infineon technology ticker announces final regulatory approval acquisition cypress semico,ticker pre infineon technolog ticker announc final regulatori approv acquisit cypress semico,$CY (+1.7% pre) Infineon Technologies $INFN : announces final regulatory approval for acquisition of Cypress Semico…
$DDS $M $KSS - Department store stocks bounce off lows https://t.co/Kk4vN35Ms1,1,78,11,0,0,1,0,True,ticker ticker ticker department store stock bounce low,ticker ticker ticker depart store stock bounc low,$DDS $M $KSS - Department store stocks bounce off lows
$DIS (+0.6% pre) “Frozen 2” Walt Disney Animation Studios’ Highest Grossing Debut Ever https://t.co/SksjdnI6s7,1,110,14,0,0,1,2,True,ticker pre frozen walt disney animation studio highest grossing debut ever,ticker pre frozen walt disney anim studio highest gross debut ever,$DIS (+0.6% pre) “Frozen 2” Walt Disney Animation Studios’ Highest Grossing Debut Ever
$DKS - Dick's Sporting Goods +2% after BAML upgrade https://t.co/e8IUnAUiuk,1,75,10,0,0,1,1,True,ticker dick sporting good baml upgrade,ticker dick sport good baml upgrad,$DKS - Dick's Sporting Goods +2% after BAML upgrade
$DVA - DaVita Q4 earnings up 51%; shares up 4% after hours https://t.co/CDXnnSXb3d,1,82,13,0,0,1,2,True,ticker davita earnings share hour,ticker davita earn share hour,$DVA - DaVita Q4 earnings up 51%; shares up 4% after hours
$EBAY - EBay +6% after selling StubHub https://t.co/Ygks1CTWVq,1,62,8,0,0,1,1,True,ticker ebay selling stubhub,ticker ebay sell stubhub,$EBAY - EBay +6% after selling StubHub
"$EBAY (+4.5% pre) EBay Nears Deal to Sell StubHub to Viagogo for Roughly $4 Billion - WSJ

https://t.co/q2yt7uxGo7",1,116,18,0,0,1,2,True,ticker pre ebay nears deal sell stubhub viagogo roughly billion wsj,ticker pre ebay near deal sell stubhub viagogo rough billion wsj,$EBAY (+4.5% pre) EBay Nears Deal to Sell StubHub to Viagogo for Roughly $4 Billion - WSJ
"$EE (+0.0% pre) El Paso Electric and IIF Move Towards Final Steps in Acquisition Process - CTFN

https://t.co/n6sVkgYTNE",1,122,18,0,0,1,1,True,ticker pre paso electric iif move towards final step acquisition process ctfn,ticker pre paso electr iif move toward final step acquisit process ctfn,$EE (+0.0% pre) El Paso Electric and IIF Move Towards Final Steps in Acquisition Process - CTFN
$EGRX - Eagle Pharma set to refile Ryanodex NDA; shares ahead 5% https://t.co/7mTlIJa4w1,1,88,13,0,0,1,1,True,ticker eagle pharma set refile ryanodex nda share ahead,ticker eagl pharma set refil ryanodex nda share ahead,$EGRX - Eagle Pharma set to refile Ryanodex NDA; shares ahead 5%
$ENDV - Endonovo up 35% on SofPulse collaboration https://t.co/rawjiFBbti,1,73,9,0,0,1,1,True,ticker endonovo sofpulse collaboration,ticker endonovo sofpuls collabor,$ENDV - Endonovo up 35% on SofPulse collaboration
$ENLC - EnLink Midstream rallies on back of Devon Energy's STACK partnership https://t.co/shC2xdm3Jo,1,100,13,0,0,1,0,True,ticker enlink midstream rally back devon energy stack partnership,ticker enlink midstream ralli back devon energi stack partnership,$ENLC - EnLink Midstream rallies on back of Devon Energy's STACK partnership
$ENOB - Enochian Bio +18% premarket on acquiring exclusive license for HBV https://t.co/9SXw58tWGV,1,98,13,0,0,1,1,True,ticker enochian bio premarket acquiring exclusive license hbv,ticker enochian bio premarket acquir exclus licens hbv,$ENOB - Enochian Bio +18% premarket on acquiring exclusive license for HBV
$FIZZ - National Beverage +4% as analysts keep scrambling https://t.co/JoctxfxaLB,1,81,10,0,0,1,1,True,ticker national beverage analyst keep scrambling,ticker nation beverag analyst keep scrambl,$FIZZ - National Beverage +4% as analysts keep scrambling
"$FLS (+3.1% pre) Flowserve (FLS) Withdraws 2020 Full Year Guidance - SI

https://t.co/mVuniyUe3Q",1,98,13,0,0,1,2,True,ticker pre flowserve fl withdraws full year guidance,ticker pre flowserv fls withdraw full year guidanc,$FLS (+3.1% pre) Flowserve (FLS) Withdraws 2020 Full Year Guidance - SI
$GCI - Gannett +57% after firing off poison pill https://t.co/n0FIGLJWuh,1,72,10,0,0,1,1,True,ticker gannett firing poison pill,ticker gannett fire poison pill,$GCI - Gannett +57% after firing off poison pill
"$GCI (+100.0% pre) Gannett adopts poison pill, stock soars after closing at record low - MW

https://t.co/0fMpaiyYAc",1,118,17,0,0,1,1,True,ticker pre gannett adopts poison pill stock soar closing record low,ticker pre gannett adopt poison pill stock soar close record low,"$GCI (+100.0% pre) Gannett adopts poison pill, stock soars after closing at record low - MW"
"$GE (+0.3% pre) GE brings in shipper Maersk's CFO as finance head - Reuters

https://t.co/wLBOZIdjJu",1,102,15,0,0,1,1,True,ticker pre brings shipper maersk cfo finance head reuters,ticker pre bring shipper maersk cfo financ head reuter,$GE (+0.3% pre) GE brings in shipper Maersk's CFO as finance head - Reuters
$GNMK - GenMark Q1 revenue up big on COVID-19 boost; shares up 29% after hours https://t.co/o7VmZuMMqc,1,102,16,0,0,1,2,True,ticker genmark revenue big covid boost share hour,ticker genmark revenu big covid boost share hour,$GNMK - GenMark Q1 revenue up big on COVID-19 boost; shares up 29% after hours
"$HPQ (+0.8% pre) HP reiterates its rejection of Xerox's $XRX offer to buy the company - Reuters

https://t.co/5XPwX0QNXa",1,122,18,0,0,1,1,True,ticker pre reiterates rejection xerox ticker offer buy company reuters,ticker pre reiter reject xerox ticker offer buy compani reuter,$HPQ (+0.8% pre) HP reiterates its rejection of Xerox's $XRX offer to buy the company - Reuters
"$ICPT (+5.5% pre) Intercept Pharma (ICPT) NDA for OCA Accepted by FDA, Grants Priority Review - SI https://t.co/W715mhpgvU",1,122,18,0,0,1,1,True,ticker pre intercept pharma icpt nda oca accepted fda grant priority review,ticker pre intercept pharma icpt nda oca accept fda grant prioriti review,"$ICPT (+5.5% pre) Intercept Pharma (ICPT) NDA for OCA Accepted by FDA, Grants Priority Review - SI"
$IDRA - Idera jumps 39% after hours on bullish capital raise https://t.co/bFAxayhnj8,1,84,12,0,0,1,1,True,ticker idera jump hour bullish capital raise,ticker idera jump hour bullish capit rais,$IDRA - Idera jumps 39% after hours on bullish capital raise
$IESC - IES Holdings +8% post Q4 results https://t.co/wPU8BfYNv2,1,64,9,0,0,1,1,True,ticker y holding post result,ticker ie hold post result,$IESC - IES Holdings +8% post Q4 results
$IHG $PK $MAR - Hotels stocks gain as peak pandemic seems near https://t.co/G4f03xNzNl,1,86,13,0,0,1,0,True,ticker ticker ticker hotel stock gain peak pandemic seems near,ticker ticker ticker hotel stock gain peak pandem seem near,$IHG $PK $MAR - Hotels stocks gain as peak pandemic seems near
$IMMU (+3.2% pre) FDA GRANTS FAST TRACK DESIGNATION TO SACITUZUMAB GOVITECAN FOR NEOADJUVANT/ADJUVANT METASTATIC UR… https://t.co/eNGyHs2SNz,1,140,16,0,0,1,1,True,ticker pre fda grant fast track designation sacituzumab govitecan neoadjuvant adjuvant metastatic,ticker pre fda grant fast track design sacituzumab govitecan neoadjuv adjuv metastat,$IMMU (+3.2% pre) FDA GRANTS FAST TRACK DESIGNATION TO SACITUZUMAB GOVITECAN FOR NEOADJUVANT/ADJUVANT METASTATIC UR…
